   1    1  -1.472733452940e+01
   1    2   1.715507053985e+00
   2    2  -2.090177955971e+00
   1    3  -3.486531048285e+00
   2    3  -1.506559215264e+00
   3    3  -3.240315197894e+00
   1    4  -1.013847505260e+00
   2    4  -1.319701690415e+00
   3    4  -1.472129742365e+00
   4    4  -1.340294075521e+00
   5    5  -1.796494079595e+00
   6    6  -1.796494079595e+00
   7    7  -1.796494079595e+00
   5    8  -1.634567072692e+00
   8    8  -1.613683032218e+00
   6    9  -1.634567072692e+00
   9    9  -1.613683032218e+00
   7   10  -1.634567072692e+00
  10   10  -1.613683032218e+00
   5   11  -1.000161305972e+00
   8   11  -9.480243013052e-01
  11   11  -9.509617708522e-01
   6   12  -1.000161305972e+00
   9   12  -9.480243013052e-01
  12   12  -9.509617708522e-01
   7   13  -1.000161305972e+00
  10   13  -9.480243013052e-01
  13   13  -9.509617708522e-01
   1   14  -4.023727417486e-01
   2   14  -1.322215436493e+00
   3   14  -1.531066696931e+00
   4   14  -9.697150156010e-01
  14   14  -2.012000430147e+00
  15   15  -2.012000430147e+00
  16   16  -2.012000430147e+00
   1   17  -4.023727417486e-01
   2   17  -1.322215436493e+00
   3   17  -1.531066696931e+00
   4   17  -9.697150156010e-01
  14   17  -6.706668100489e-01
  17   17  -2.012000430147e+00
  18   18  -2.012000430147e+00
   1   19  -4.023727417486e-01
   2   19  -1.322215436493e+00
   3   19  -1.531066696931e+00
   4   19  -9.697150156010e-01
  14   19  -6.706668100489e-01
  17   19  -6.706668100489e-01
  19   19  -2.012000430147e+00
   1   20  -1.440389137954e-01
   2   20  -1.070646275891e+00
   3   20  -8.862888584155e-01
   4   20  -9.305886562634e-01
  14   20  -1.404086894405e+00
  17   20  -4.680289648018e-01
  19   20  -4.680289648018e-01
  20   20  -1.413505189088e+00
  15   21  -1.404086894405e+00
  21   21  -1.413505189088e+00
  16   22  -1.404086894405e+00
  22   22  -1.413505189088e+00
   1   23  -1.440389137954e-01
   2   23  -1.070646275891e+00
   3   23  -8.862888584155e-01
   4   23  -9.305886562634e-01
  14   23  -4.680289648018e-01
  17   23  -1.404086894405e+00
  19   23  -4.680289648018e-01
  20   23  -4.711683963627e-01
  23   23  -1.413505189088e+00
  18   24  -1.404086894405e+00
  24   24  -1.413505189088e+00
   1   25  -1.440389137954e-01
   2   25  -1.070646275891e+00
   3   25  -8.862888584155e-01
   4   25  -9.305886562634e-01
  14   25  -4.680289648018e-01
  17   25  -4.680289648018e-01
  19   25  -1.404086894405e+00
  20   25  -4.711683963627e-01
  23   25  -4.711683963627e-01
  25   25  -1.413505189088e+00
   5   26  -1.407856510752e+00
   8   26  -1.457577501106e+00
  11   26  -7.396307242727e-01
  26   26  -1.707204065697e+00
   6   27  -1.049354286869e+00
   9   27  -1.086414124982e+00
  12   27  -5.512881925737e-01
  27   27  -1.707204065697e+00
   7   28  -1.049354286869e+00
  10   28  -1.086414124982e+00
  13   28  -5.512881925737e-01
  28   28  -1.707204065697e+00
   5   29  -1.049354286869e+00
   8   29  -1.086414124982e+00
  11   29  -5.512881925737e-01
  26   29  -7.634848684724e-01
  29   29  -1.707204065697e+00
  30   30  -1.707204065697e+00
   5   31  -1.049354286869e+00
   8   31  -1.086414124982e+00
  11   31  -5.512881925737e-01
  26   31  -7.634848684724e-01
  29   31  -5.690680218989e-01
  31   31  -1.707204065697e+00
   6   32  -1.407856510752e+00
   9   32  -1.457577501106e+00
  12   32  -7.396307242727e-01
  27   32  -7.634848684724e-01
  32   32  -1.707204065697e+00
   7   33  -1.049354286869e+00
  10   33  -1.086414124982e+00
  13   33  -5.512881925737e-01
  28   33  -5.690680218989e-01
  33   33  -1.707204065697e+00
   6   34  -1.049354286869e+00
   9   34  -1.086414124982e+00
  12   34  -5.512881925737e-01
  27   34  -5.690680218989e-01
  32   34  -7.634848684724e-01
  34   34  -1.707204065697e+00
   7   35  -1.407856510752e+00
  10   35  -1.457577501106e+00
  13   35  -7.396307242727e-01
  28   35  -7.634848684724e-01
  33   35  -7.634848684724e-01
  35   35  -1.707204065697e+00
