   1    1  -9.617857705205e+01
   1    2   1.404035586485e+01
   2    2  -1.632535056051e+01
   1    3  -3.069058160006e+01
   2    3  -8.959314502201e+00
   3    3  -2.687343427576e+01
   1    4  -7.781246177601e+00
   2    4  -9.374612219622e+00
   3    4  -1.046521052519e+01
   4    4  -9.813655749198e+00
   5    5  -1.435381874490e+01
   6    6  -1.435381874490e+01
   7    7  -1.435381874490e+01
   5    8  -1.171918357917e+01
   8    8  -1.137370378307e+01
   6    9  -1.171918357917e+01
   9    9  -1.137370378307e+01
   7   10  -1.171918357917e+01
  10   10  -1.137370378307e+01
   5   11  -6.104251412107e+00
   8   11  -5.797403235757e+00
  11   11  -6.111330458983e+00
   6   12  -6.104251412107e+00
   9   12  -5.797403235757e+00
  12   12  -6.111330458983e+00
   7   13  -6.104251412107e+00
  10   13  -5.797403235757e+00
  13   13  -6.111330458983e+00
   1   14  -5.111867949843e+00
   2   14  -9.825164661798e+00
   3   14  -1.302528045805e+01
   4   14  -6.991421479970e+00
  14   14  -1.705129896868e+01
  15   15  -1.705129896868e+01
  16   16  -1.705129896868e+01
   1   17  -5.111867949843e+00
   2   17  -9.825164661798e+00
   3   17  -1.302528045805e+01
   4   17  -6.991421479970e+00
  14   17  -5.683766322894e+00
  17   17  -1.705129896868e+01
  18   18  -1.705129896868e+01
   1   19  -5.111867949843e+00
   2   19  -9.825164661798e+00
   3   19  -1.302528045805e+01
   4   19  -6.991421479970e+00
  14   19  -5.683766322894e+00
  17   19  -5.683766322894e+00
  19   19  -1.705129896868e+01
   1   20  -8.315924599224e-01
   2   20  -6.643761585675e+00
   3   20  -4.077080471000e+00
   4   20  -6.400662994512e+00
  14   20  -6.819066656435e+00
  17   20  -2.273022218812e+00
  19   20  -2.273022218812e+00
  20   20  -8.909925283433e+00
  15   21  -6.819066656435e+00
  21   21  -8.909925283433e+00
  16   22  -6.819066656435e+00
  22   22  -8.909925283433e+00
   1   23  -8.315924599224e-01
   2   23  -6.643761585675e+00
   3   23  -4.077080471000e+00
   4   23  -6.400662994512e+00
  14   23  -2.273022218812e+00
  17   23  -6.819066656435e+00
  19   23  -2.273022218812e+00
  20   23  -2.969975094478e+00
  23   23  -8.909925283433e+00
  18   24  -6.819066656435e+00
  24   24  -8.909925283433e+00
   1   25  -8.315924599224e-01
   2   25  -6.643761585675e+00
   3   25  -4.077080471000e+00
   4   25  -6.400662994512e+00
  14   25  -2.273022218812e+00
  17   25  -2.273022218812e+00
  19   25  -6.819066656435e+00
  20   25  -2.969975094478e+00
  23   25  -2.969975094478e+00
  25   25  -8.909925283433e+00
   5   26  -9.702953593859e+00
   8   26  -1.016450568592e+01
  11   26  -4.541821077353e+00
  26   26  -1.163537939613e+01
   6   27  -7.232154606131e+00
   9   27  -7.576175223799e+00
  12   27  -3.385273556867e+00
  27   27  -1.163537939613e+01
   7   28  -7.232154606131e+00
  10   28  -7.576175223799e+00
  13   28  -3.385273556867e+00
  28   28  -1.163537939613e+01
   5   29  -7.232154606131e+00
   8   29  -7.576175223799e+00
  11   29  -3.385273556867e+00
  26   29  -5.203499854748e+00
  29   29  -1.163537939613e+01
  30   30  -1.163537939613e+01
   5   31  -7.232154606131e+00
   8   31  -7.576175223799e+00
  11   31  -3.385273556867e+00
  26   31  -5.203499854748e+00
  29   31  -3.878459798709e+00
  31   31  -1.163537939613e+01
   6   32  -9.702953593859e+00
   9   32  -1.016450568592e+01
  12   32  -4.541821077353e+00
  27   32  -5.203499854748e+00
  32   32  -1.163537939613e+01
   7   33  -7.232154606131e+00
  10   33  -7.576175223799e+00
  13   33  -3.385273556867e+00
  28   33  -3.878459798709e+00
  33   33  -1.163537939613e+01
   6   34  -7.232154606131e+00
   9   34  -7.576175223799e+00
  12   34  -3.385273556867e+00
  27   34  -3.878459798709e+00
  32   34  -5.203499854748e+00
  34   34  -1.163537939613e+01
   7   35  -9.702953593859e+00
  10   35  -1.016450568592e+01
  13   35  -4.541821077353e+00
  28   35  -5.203499854748e+00
  33   35  -5.203499854748e+00
  35   35  -1.163537939613e+01
