   1    1   1.000000562059e+00
   1    2  -1.050071539224e-06
   2    2   1.000000737766e+00
   1    3   1.715524131278e-01
   2    3   9.458240100397e-01
   3    3   1.000000000000e+00
   4    4   9.999995672690e-01
   5    5   9.999995672690e-01
   6    6   9.999995672690e-01
   4    7   8.569185694212e-01
   7    7   1.000000000000e+00
   5    8   8.569185694212e-01
   8    8   1.000000000000e+00
   6    9   8.569185694212e-01
   9    9   1.000000000000e+00
   1   10   5.721719988372e-02
   2   10   7.049088718001e-01
   3   10   6.611294146784e-01
  10   10   1.000000000000e+00
  11   11   1.000000000000e+00
  12   12   1.000000000000e+00
   1   13   5.721719988372e-02
   2   13   7.049088718001e-01
   3   13   6.611294146784e-01
  10   13   3.333333333333e-01
  13   13   1.000000000000e+00
  14   14   1.000000000000e+00
   1   15   5.721719988372e-02
   2   15   7.049088718001e-01
   3   15   6.611294146784e-01
  10   15   3.333333333333e-01
  13   15   3.333333333333e-01
  15   15   1.000000000000e+00
