     1     1     1     1   2.272994308319127
     1     1     1     2  -0.190297962542444
     1     2     1     2   0.480926192103441
     1     1     2     2   0.025351925862465
     2     1     2     2  -0.005661140058030
     1     2     2     2  -0.005661140058030
     2     2     2     2   0.343245561326105
     1     1     1     3   0.694785772345401
     1     2     1     3   0.403683845002423
     1     3     1     3   0.780345396337943
     1     1     2     3  -0.041517958274119
     2     1     2     3   0.203512848710796
     1     2     2     3   0.001561492462025
     2     2     2     3   0.296074784834319
     1     3     2     3  -0.016326342041330
     2     3     2     3   0.415139003767599
     1     1     3     3   0.242285526213345
     2     1     3     3   0.181868998957980
     3     1     3     3   0.321246595751546
     1     2     3     3   0.181868998957980
     2     2     3     3   0.265366289094526
     3     2     3     3   0.377194082267610
     1     3     3     3   0.321246595751546
     2     3     3     3   0.377194082267610
     3     3     3     3   0.572812212403202
     1     1     1     4   0.205706354006041
     1     2     1     4   0.337153494237522
     1     3     1     4   0.359848364400537
     1     4     1     4   0.332815616555067
     1     1     2     4  -0.011586141488338
     2     1     2     4   0.063907838741399
     1     2     2     4   0.000196192421362
     2     2     2     4   0.278771770005977
     1     3     2     4  -0.004913961076127
     2     3     2     4   0.226671915784473
     1     4     2     4  -0.001509874325771
     2     4     2     4   0.275246682016311
     1     1     3     4   0.072904709037938
     2     1     3     4   0.057365947881848
     3     1     3     4   0.099604179598059
     1     2     3     4   0.149532003987031
     2     2     3     4   0.236407964914816
     3     2     3     4   0.322961744963807
     1     3     3     4   0.151943213353522
     2     3     3     4   0.201091890855892
     3     3     3     4   0.292278440305667
     1     4     3     4   0.144792573209869
     2     4     3     4   0.228034631612084
     3     4     3     4   0.309631326471729
     1     1     4     4   0.021999142115327
     2     1     4     4   0.047279235126545
     3     1     4     4   0.047458446131989
     4     1     4     4   0.045683771400583
     1     2     4     4   0.047279235126545
     2     2     4     4   0.231002026592848
     3     2     4     4   0.180301150340755
     4     2     4     4   0.231631570531245
     1     3     4     4   0.047458446131989
     2     3     4     4   0.180301150340755
     3     3     4     4   0.154507552080313
     4     3     4     4   0.175007049837816
     1     4     4     4   0.045683771400583
     2     4     4     4   0.231631570531245
     3     4     4     4   0.175007049837816
     4     4     4     4   0.236932757396214
     1     5     1     5   0.446394964613247
     1     5     2     5  -0.003080946353041
     2     5     2     5   0.329258511271628
     1     5     3     5   0.192893484285265
     2     5     3     5   0.283069719931601
     3     5     3     5   0.395991690259176
     1     5     4     5   0.060641434341190
     2     5     4     5   0.269219444135781
     3     5     4     5   0.216755991661629
     4     5     4     5   0.267450339138762
     1     1     5     5   0.008581040351124
     2     1     5     5   0.011419653273624
     3     1     5     5   0.016251061896551
     4     1     5     5   0.009276800521931
     1     2     5     5   0.011419653273624
     2     2     5     5   0.070167661658606
     3     2     5     5   0.062969394295359
     4     2     5     5   0.060037127449025
     1     3     5     5   0.016251061896551
     2     3     5     5   0.062969394295359
     3     3     5     5   0.065203820809336
     4     3     5     5   0.050989490942024
     1     4     5     5   0.009276800521931
     2     4     5     5   0.060037127449025
     3     4     5     5   0.050989490942024
     4     4     5     5   0.053443253283122
     5     5     5     5   0.340692110539714
     1     6     1     6   0.446394964613247
     1     6     2     6  -0.003080946353041
     2     6     2     6   0.329258511271628
     1     6     3     6   0.192893484285265
     2     6     3     6   0.283069719931601
     3     6     3     6   0.395991690259176
     1     6     4     6   0.060641434341190
     2     6     4     6   0.269219444135781
     3     6     4     6   0.216755991661629
     4     6     4     6   0.267450339138762
     5     6     5     6   0.305149691751610
     1     1     6     6   0.008581040351124
     2     1     6     6   0.011419653273624
     3     1     6     6   0.016251061896551
     4     1     6     6   0.009276800521931
     1     2     6     6   0.011419653273624
     2     2     6     6   0.070167661658606
     3     2     6     6   0.062969394295359
     4     2     6     6   0.060037127449025
     1     3     6     6   0.016251061896551
     2     3     6     6   0.062969394295359
     3     3     6     6   0.065203820809336
     4     3     6     6   0.050989490942024
     1     4     6     6   0.009276800521931
     2     4     6     6   0.060037127449025
     3     4     6     6   0.050989490942024
     4     4     6     6   0.053443253283122
     5     5     6     6   0.017771209394052
     6     6     6     6   0.340692110539714
     1     7     1     7   0.446394964613247
     1     7     2     7  -0.003080946353041
     2     7     2     7   0.329258511271628
     1     7     3     7   0.192893484285265
