   1    1   6.785460611276e+00
   1    2  -1.518259973049e+00
   2    2   5.007229719535e-01
   1    3   2.928157236510e-02
   2    3   9.787340113189e-02
   3    3   8.835000000000e-02
   4    4   4.057265704812e-01
   5    5   4.057265704812e-01
   6    6   4.057265704812e-01
   4    7   1.607032546608e-01
   7    7   1.504500000000e-01
   5    8   1.607032546608e-01
   8    8   1.504500000000e-01
   6    9   1.607032546608e-01
   9    9   1.504500000000e-01
   1   10  -1.450386665668e-01
   2   10   1.426041814539e-01
   3   10   7.785458190095e-02
  10   10   5.100333333333e-01
  11   11   8.239000000000e-01
  12   12   8.239000000000e-01
   1   13  -1.450386665668e-01
   2   13   1.426041814539e-01
   3   13   7.785458190095e-02
  10   13  -3.923333333333e-02
  13   13   5.100333333333e-01
  14   14   8.239000000000e-01
   1   15  -1.450386665668e-01
   2   15   1.426041814539e-01
   3   15   7.785458190095e-02
  10   15  -3.923333333333e-02
  13   15  -3.923333333333e-02
  15   15   5.100333333333e-01
