   1    1   6.785273163397e+00
   1    2  -1.519544448780e+00
   2    2   5.011782758240e-01
   1    3   2.981445746314e-01
   2    3   1.239052342143e-01
   3    3   3.865500000000e-01
   1    4   1.799497746149e-02
   2    4   7.679299574889e-02
   3    4   6.705783702281e-02
   4    4   6.613500000000e-02
   5    5   4.065245743358e-01
   6    6   4.065245743358e-01
   7    7   4.065245743358e-01
   5    8   3.379873682751e-01
   8    8   3.595000000000e-01
   6    9   3.379873682751e-01
   9    9   3.595000000000e-01
   7   10   3.379873682751e-01
  10   10   3.595000000000e-01
   5   11   1.306995634378e-01
   8   11   1.326612740137e-01
  11   11   1.248500000000e-01
   6   12   1.306995634378e-01
   9   12   1.326612740137e-01
  12   12   1.248500000000e-01
   7   13   1.306995634378e-01
  10   13   1.326612740137e-01
  13   13   1.248500000000e-01
   1   14  -2.240655592391e-01
   2   14   1.997247355173e-01
   3   14   1.476458731406e-01
   4   14   5.526752281556e-02
  14   14   7.568166666667e-01
  15   15   1.222550000000e+00
  16   16   1.222550000000e+00
   1   17  -2.240655592391e-01
   2   17   1.997247355173e-01
   3   17   1.476458731406e-01
   4   17   5.526752281556e-02
  14   17  -5.821666666667e-02
  17   17   7.568166666667e-01
  18   18   1.222550000000e+00
   1   19  -2.240655592391e-01
   2   19   1.997247355173e-01
   3   19   1.476458731406e-01
   4   19   5.526752281556e-02
  14   19  -5.821666666667e-02
  17   19  -5.821666666667e-02
  19   19   7.568166666667e-01
   1   20  -9.819909979094e-02
   2   20   9.714340817179e-02
   3   20   4.843778308810e-04
   4   20   5.807575164628e-02
  14   20   3.716373628948e-01
  17   20  -6.336496406004e-02
  19   20  -6.336496406004e-02
  20   20   3.735333333333e-01
  15   21   6.525034904323e-01
  21   21   6.034000000000e-01
  16   22   6.525034904323e-01
  22   22   6.034000000000e-01
   1   23  -9.819909979094e-02
   2   23   9.714340817179e-02
   3   23   4.843778308810e-04
   4   23   5.807575164628e-02
  14   23  -6.336496406004e-02
  17   23   3.716373628948e-01
  19   23  -6.336496406004e-02
  20   23  -2.873333333333e-02
  23   23   3.735333333333e-01
  18   24   6.525034904323e-01
  24   24   6.034000000000e-01
   1   25  -9.819909979094e-02
   2   25   9.714340817179e-02
   3   25   4.843778308810e-04
   4   25   5.807575164628e-02
  14   25  -6.336496406004e-02
  17   25  -6.336496406004e-02
  19   25   3.716373628948e-01
  20   25  -2.873333333333e-02
  23   25  -2.873333333333e-02
  25   25   3.735333333333e-01
   5   26   2.938810631935e-01
   8   26   3.658203171063e-01
  11   26   1.006663983870e-01
  26   26   7.188300000000e-01
   6   27   2.190460115336e-01
   9   27   2.726663655334e-01
  12   27   7.503230328113e-02
  27   27   1.083950000000e+00
   7   28   2.190460115336e-01
  10   28   2.726663655334e-01
  13   28   7.503230328113e-02
  28   28   1.083950000000e+00
   5   29   2.190460115336e-01
   8   29   2.726663655334e-01
  11   29   7.503230328113e-02
  26   29   7.654060686982e-02
  29   29   1.083950000000e+00
  30   30   1.540350000000e+00
   5   31   2.190460115336e-01
   8   31   2.726663655334e-01
  11   31   7.503230328113e-02
  26   31   7.654060686982e-02
  29   31   5.705000000000e-02
  31   31   1.083950000000e+00
   6   32   2.938810631935e-01
   9   32   3.658203171063e-01
  12   32   1.006663983870e-01
  27   32   7.654060686982e-02
  32   32   7.188300000000e-01
   7   33   2.190460115336e-01
  10   33   2.726663655334e-01
  13   33   7.503230328113e-02
  28   33   5.705000000000e-02
  33   33   1.083950000000e+00
   6   34   2.190460115336e-01
   9   34   2.726663655334e-01
  12   34   7.503230328113e-02
  27   34   5.705000000000e-02
  32   34   7.654060686982e-02
  34   34   1.083950000000e+00
   7   35   2.938810631935e-01
  10   35   3.658203171063e-01
  13   35   1.006663983870e-01
  28   35   7.654060686982e-02
  33   35   7.654060686982e-02
  35   35   7.188300000000e-01
